ruling_id,case_id,docket_entry_no,ruling_stage,motion_type,moving_party,outcome,issue_scope,expert_id,findings_flags_json,decision_date,judge_citation_style_name,key_holdings_text
R-2022-0678-PI,C-2022-0678,18,PI,preliminary_injunction,us,granted_in_part,injunctive_relief,, "{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2022-04-22","HAYES, J.","Plaintiff has identified specific clinical trial protocols and enrollment criteria as trade secrets and shown a likelihood of success as to those materials only."
R-2022-0678-DAUBERT-PX1,C-2022-0678,77,Daubert,daubert,them,granted_in_part,damages,EXP-C2022-PL-DAM-1,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2023-01-19","HAYES, J.","The Court excludes plaintiff's speculative blockbuster-sales scenario but permits a conservative lost-profits model tied to documented deal flow."
R-2019-2044-MSJ2,C-2019-2044,90,MSJ,summary_judgment,them,denied,liability,, "{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2021-06-15","MONROE, J.","Disputes over whether defendant used the three routing heuristics in PX-004 are quintessential jury questions; summary judgment is inappropriate."
R-2020-1450-MSJ,C-2020-1450,132,MSJ,summary_judgment,us,denied,liability,, "{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2022-03-28","PARK, J.","Material factual disputes over independent development of streaming recommendation models preclude summary judgment."
R-2019-0113-MSJ,C-2019-0113,74,MSJ,summary_judgment,them,granted_in_part,liability,, "{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2020-11-09","AMES, J.","Plaintiff's onboarding scoring model is protectable to the extent defined by the specific feature weights disclosed in sealed Appendix A; broader theories are dismissed."
R-2019-0666-MSJ,C-2019-0666,121,MSJ,summary_judgment,them,granted,liability,, "{\"spoliation_sanction\": true, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": true}","2021-04-03","PARK, J.","As in Vertex, plaintiff clings to an 'ad engine as a whole' theory and allowed key auction logs to be overwritten; no reasonable jury could find misappropriation."
R-2020-0044-PI,C-2020-0044,22,PI,preliminary_injunction,us,granted_in_part,injunctive_relief,, "{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2020-04-09","HAYES, J.","Plaintiff shows a likelihood of success as to readmission scorecards tied to specific features and thresholds, but not as to generic risk dashboards."
R-2020-0599-MSJ,C-2020-0599,118,MSJ,summary_judgment,them,granted,liability,, "{\"spoliation_sanction\": true, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": true}","2022-02-14","RIVERA, J.","Plaintiff's high-frequency strategy definitions remained amorphous through discovery, and failure to preserve tick data for key days warrants an adverse inference."
R-2021-0442-MSJ,C-2021-0442,67,MSJ,summary_judgment,them,granted,liability,, "{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2022-01-19","AMES, J.","Plaintiff's role recommendation engine is not meaningfully distinguishable from publicly documented approaches in the record; no triable issue remains."
R-2021-0055-DAUBERT-PX1,C-2021-0055,145,Daubert,daubert,them,granted_in_part,damages,EXP-C2021-DEV-PL-DAM-1,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2023-03-02","CHU, J.","The Court excludes plaintiff's speculative productivity uplift model but allows a limited time-saved calculation tied to usage logs."
R-2022-0407-MSJ,C-2022-0407,59,MSJ,summary_judgment,them,granted,liability,, "{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2023-02-27","HAYES, J.","Care gap models derived entirely from Medicare claims data without additional confidential features are not protectable trade secrets on this record."
R-2023-0310-MSJ,C-2023-0310,41,MSJ,summary_judgment,them,granted_in_part,liability,, "{\"spoliation_sanction\": true, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": true}","2024-01-05","KERR, J.","Plaintiff's yield recipes are defined with adequate particularity, but spoliation of furnace calibration logs justifies narrowing the case to two later recipe sets."
R-2018-0220-MSJ,C-2018-0220,88,MSJ,summary_judgment,them,denied,liability,, "{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2019-02-14","AMES, J.","The parties' cross-motions for summary judgment are denied; disputes over whether Plaintiff's bidding stack contains any protectable, non-public components must be resolved by a jury."
R-2021-0055-MSJ,C-2021-0055,93,MSJ,summary_judgment,them,denied,liability,, "{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2023-02-10","CHU, J.","Whether Defendant misused Plaintiff's CI/CD optimization design choices turns on disputed fact questions regarding what was disclosed to former employees and how Defendant implemented its own pipelines."
R-2023-0040-MSJ,C-2023-0040,37,MSJ,summary_judgment,them,granted,liability,, "{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2024-05-03","PARK, J.","Plaintiff's session prediction models are described at a high level in its own marketing materials, and Plaintiff has failed to identify any specific, non-public mechanisms that could support a trade secret verdict."
R-2014-1000-PI0,C-2014-1000,30,PI,preliminary_injunction,us,granted_in_part,injunctive_relief,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2016-05-25","Rebecca, L, Ames, J.","Material factual disputes preclude summary judgment; motion denied."
R-2014-1001-MSJ0,C-2014-1001,40,MSJ,summary_judgment,us,denied,liability,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2015-06-16","Samuel, J, Kerr, J.","Cross-motions for summary judgment are denied; disputes must be resolved by a jury."
R-2014-1001-Daubert1,C-2014-1001,41,Daubert,daubert,them,granted_in_part,damages,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2016-12-17","Samuel, J, Kerr, J.","Material factual disputes preclude summary judgment; motion denied."
R-2014-1002-Daubert0,C-2014-1002,50,Daubert,daubert,us,denied,damages,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2017-03-02","Angela, P, Rivera, J.","Defendant's motion for summary judgment is granted; no reasonable jury could find misappropriation on this record."
R-2014-1003-PI0,C-2014-1003,60,PI,preliminary_injunction,us,granted,injunctive_relief,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2016-01-07","Lisa, K, Monroe, J.","Cross-motions for summary judgment are denied; disputes must be resolved by a jury."
R-2014-1003-MSJ1,C-2014-1003,61,MSJ,summary_judgment,them,denied,liability,,"{\"spoliation_sanction\": true, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": false}","2017-02-24","Lisa, K, Monroe, J.","Cross-motions for summary judgment are denied; disputes must be resolved by a jury."
R-2014-1004-MSJ0,C-2014-1004,70,MSJ,summary_judgment,us,granted_in_part,liability,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2015-02-14","Evelyn, S, Park, J.","Plaintiff has not identified alleged trade secrets with sufficient particularity; motion granted in part."
R-2014-1005-Daubert0,C-2014-1005,80,Daubert,daubert,us,granted_in_part,damages,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2015-04-20","Robert, T, Hayes, J.","The Court finds plaintiff's trade secret definitions adequate as to the narrowed scope; motion denied in part."
R-2014-1005-PI1,C-2014-1005,81,PI,preliminary_injunction,them,granted,injunctive_relief,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2015-02-12","Robert, T, Hayes, J.","Defendant's motion for summary judgment is granted; no reasonable jury could find misappropriation on this record."
R-2014-1006-PI0,C-2014-1006,90,PI,preliminary_injunction,us,granted_in_part,injunctive_relief,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2017-04-10","Megan, L, Chu, J.","Defendant's motion for summary judgment is granted; no reasonable jury could find misappropriation on this record."
R-2014-1007-MSJ0,C-2014-1007,100,MSJ,summary_judgment,us,granted,liability,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2017-08-05","Carlos, M, Ortiz, J.","Defendant's motion for summary judgment is granted; no reasonable jury could find misappropriation on this record."
R-2014-1007-Daubert1,C-2014-1007,101,Daubert,daubert,them,granted_in_part,damages,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2017-12-20","Carlos, M, Ortiz, J.","The Court finds plaintiff's trade secret definitions adequate as to the narrowed scope; motion denied in part."
R-2014-1008-Daubert0,C-2014-1008,110,Daubert,daubert,us,granted,damages,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2017-11-25","Carlos, M, Ortiz, J.","Material factual disputes preclude summary judgment; motion denied."
R-2014-1009-PI0,C-2014-1009,120,PI,preliminary_injunction,us,granted,injunctive_relief,,"{\"spoliation_sanction\": true, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": false}","2016-05-03","Rebecca, L, Ames, J.","Material factual disputes preclude summary judgment; motion denied."
R-2014-1009-MSJ1,C-2014-1009,121,MSJ,summary_judgment,them,granted,liability,,"{\"spoliation_sanction\": false, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": true}","2015-08-03","Rebecca, L, Ames, J.","Plaintiff has not identified alleged trade secrets with sufficient particularity; motion granted in part."
R-2014-1010-MSJ0,C-2014-1010,130,MSJ,summary_judgment,us,denied,liability,,"{\"spoliation_sanction\": false, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": false}","2015-01-21","Samuel, J, Kerr, J.","Cross-motions for summary judgment are denied; disputes must be resolved by a jury."
R-2014-1011-Daubert0,C-2014-1011,140,Daubert,daubert,us,granted_in_part,damages,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2016-05-18","Angela, P, Rivera, J.","Plaintiff has not identified alleged trade secrets with sufficient particularity; motion granted in part."
R-2014-1011-PI1,C-2014-1011,141,PI,preliminary_injunction,them,denied,injunctive_relief,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2015-08-27","Angela, P, Rivera, J.","The Court finds plaintiff's trade secret definitions adequate as to the narrowed scope; motion denied in part."
R-2014-1012-PI0,C-2014-1012,150,PI,preliminary_injunction,us,granted_in_part,injunctive_relief,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2016-06-25","Lisa, K, Monroe, J.","Defendant's motion for summary judgment is granted; no reasonable jury could find misappropriation on this record."
R-2014-1013-MSJ0,C-2014-1013,160,MSJ,summary_judgment,us,denied,liability,,"{\"spoliation_sanction\": true, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": false}","2016-04-15","Evelyn, S, Park, J.","The Court finds plaintiff's trade secret definitions adequate as to the narrowed scope; motion denied in part."
R-2014-1013-Daubert1,C-2014-1013,161,Daubert,daubert,them,granted_in_part,damages,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2015-01-26","Evelyn, S, Park, J.","Plaintiff has not identified alleged trade secrets with sufficient particularity; motion granted in part."
R-2014-1014-Daubert0,C-2014-1014,170,Daubert,daubert,us,granted,damages,,"{\"spoliation_sanction\": true, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": true}","2015-01-20","Robert, T, Hayes, J.","Plaintiff has not identified alleged trade secrets with sufficient particularity; motion granted in part."
R-2014-1015-PI0,C-2014-1015,180,PI,preliminary_injunction,us,denied,injunctive_relief,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2015-10-05","Megan, L, Chu, J.","Plaintiff has not identified alleged trade secrets with sufficient particularity; motion granted in part."
R-2014-1015-MSJ1,C-2014-1015,181,MSJ,summary_judgment,them,granted_in_part,liability,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2015-10-25","Megan, L, Chu, J.","Plaintiff has not identified alleged trade secrets with sufficient particularity; motion granted in part."
R-2014-1016-MSJ0,C-2014-1016,190,MSJ,summary_judgment,us,denied,liability,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2015-08-23","Carlos, M, Ortiz, J.","Defendant's motion for summary judgment is granted; no reasonable jury could find misappropriation on this record."
R-2014-1017-Daubert0,C-2014-1017,200,Daubert,daubert,us,granted_in_part,damages,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2016-12-28","Carlos, M, Ortiz, J.","Defendant's motion for summary judgment is granted; no reasonable jury could find misappropriation on this record."
R-2014-1017-PI1,C-2014-1017,201,PI,preliminary_injunction,them,granted_in_part,injunctive_relief,,"{\"spoliation_sanction\": true, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": false}","2015-12-18","Carlos, M, Ortiz, J.","Material factual disputes preclude summary judgment; motion denied."
R-2014-1018-PI0,C-2014-1018,210,PI,preliminary_injunction,us,denied,injunctive_relief,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2017-06-18","Rebecca, L, Ames, J.","Cross-motions for summary judgment are denied; disputes must be resolved by a jury."
R-2014-1019-MSJ0,C-2014-1019,220,MSJ,summary_judgment,us,granted_in_part,liability,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2015-03-20","Samuel, J, Kerr, J.","Defendant's motion for summary judgment is granted; no reasonable jury could find misappropriation on this record."
R-2014-1019-Daubert1,C-2014-1019,221,Daubert,daubert,them,granted,damages,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2015-01-01","Samuel, J, Kerr, J.","Material factual disputes preclude summary judgment; motion denied."
R-2015-1000-Daubert0,C-2015-1000,230,Daubert,daubert,us,granted,damages,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2016-03-04","Angela, P, Rivera, J.","Defendant's motion for summary judgment is granted; no reasonable jury could find misappropriation on this record."
R-2015-1001-PI0,C-2015-1001,240,PI,preliminary_injunction,us,granted_in_part,injunctive_relief,,"{\"spoliation_sanction\": false, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": false}","2016-01-06","Lisa, K, Monroe, J.","The Court finds plaintiff's trade secret definitions adequate as to the narrowed scope; motion denied in part."
R-2015-1001-MSJ1,C-2015-1001,241,MSJ,summary_judgment,them,granted_in_part,liability,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2017-03-21","Lisa, K, Monroe, J.","The Court finds plaintiff's trade secret definitions adequate as to the narrowed scope; motion denied in part."
R-2015-1002-MSJ0,C-2015-1002,250,MSJ,summary_judgment,us,granted,liability,,"{\"spoliation_sanction\": true, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": true}","2018-12-08","Evelyn, S, Park, J.","The Court finds plaintiff's trade secret definitions adequate as to the narrowed scope; motion denied in part."
R-2015-1003-Daubert0,C-2015-1003,260,Daubert,daubert,us,granted,damages,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2017-09-12","Robert, T, Hayes, J.","Plaintiff has not identified alleged trade secrets with sufficient particularity; motion granted in part."
R-2015-1003-PI1,C-2015-1003,261,PI,preliminary_injunction,them,granted_in_part,injunctive_relief,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2017-09-09","Robert, T, Hayes, J.","Material factual disputes preclude summary judgment; motion denied."
R-2015-1004-PI0,C-2015-1004,270,PI,preliminary_injunction,us,granted,injunctive_relief,,"{\"spoliation_sanction\": true, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": false}","2018-02-11","Megan, L, Chu, J.","Defendant's motion for summary judgment is granted; no reasonable jury could find misappropriation on this record."
R-2015-1005-MSJ0,C-2015-1005,280,MSJ,summary_judgment,us,denied,liability,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2018-03-09","Carlos, M, Ortiz, J.","The Court finds plaintiff's trade secret definitions adequate as to the narrowed scope; motion denied in part."
R-2015-1005-Daubert1,C-2015-1005,281,Daubert,daubert,them,granted_in_part,damages,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2018-10-19","Carlos, M, Ortiz, J.","Plaintiff has not identified alleged trade secrets with sufficient particularity; motion granted in part."
R-2015-1006-Daubert0,C-2015-1006,290,Daubert,daubert,us,granted,damages,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2016-01-26","Carlos, M, Ortiz, J.","Cross-motions for summary judgment are denied; disputes must be resolved by a jury."
R-2015-1007-PI0,C-2015-1007,300,PI,preliminary_injunction,us,denied,injunctive_relief,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2018-04-02","Rebecca, L, Ames, J.","Cross-motions for summary judgment are denied; disputes must be resolved by a jury."
R-2015-1007-MSJ1,C-2015-1007,301,MSJ,summary_judgment,them,denied,liability,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2018-06-27","Rebecca, L, Ames, J.","The Court finds plaintiff's trade secret definitions adequate as to the narrowed scope; motion denied in part."
R-2015-1008-MSJ0,C-2015-1008,310,MSJ,summary_judgment,us,granted,liability,,"{\"spoliation_sanction\": true, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": false}","2017-06-06","Samuel, J, Kerr, J.","Defendant's motion for summary judgment is granted; no reasonable jury could find misappropriation on this record."
R-2015-1009-Daubert0,C-2015-1009,320,Daubert,daubert,us,denied,damages,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2018-12-21","Angela, P, Rivera, J.","Defendant's motion for summary judgment is granted; no reasonable jury could find misappropriation on this record."
R-2015-1009-PI1,C-2015-1009,321,PI,preliminary_injunction,them,granted_in_part,injunctive_relief,,"{\"spoliation_sanction\": true, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": false}","2016-10-24","Angela, P, Rivera, J.","Defendant's motion for summary judgment is granted; no reasonable jury could find misappropriation on this record."
R-2015-1010-PI0,C-2015-1010,330,PI,preliminary_injunction,us,granted,injunctive_relief,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2017-08-27","Lisa, K, Monroe, J.","Material factual disputes preclude summary judgment; motion denied."
R-2015-1011-MSJ0,C-2015-1011,340,MSJ,summary_judgment,us,granted,liability,,"{\"spoliation_sanction\": true, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": false}","2018-01-10","Evelyn, S, Park, J.","Material factual disputes preclude summary judgment; motion denied."
R-2015-1011-Daubert1,C-2015-1011,341,Daubert,daubert,them,denied,damages,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2018-11-14","Evelyn, S, Park, J.","The Court finds plaintiff's trade secret definitions adequate as to the narrowed scope; motion denied in part."
R-2015-1012-Daubert0,C-2015-1012,350,Daubert,daubert,us,granted_in_part,damages,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2018-06-09","Robert, T, Hayes, J.","The Court finds plaintiff's trade secret definitions adequate as to the narrowed scope; motion denied in part."
R-2015-1013-PI0,C-2015-1013,360,PI,preliminary_injunction,us,granted_in_part,injunctive_relief,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2018-09-17","Megan, L, Chu, J.","Material factual disputes preclude summary judgment; motion denied."
R-2015-1013-MSJ1,C-2015-1013,361,MSJ,summary_judgment,them,granted,liability,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2016-01-14","Megan, L, Chu, J.","Cross-motions for summary judgment are denied; disputes must be resolved by a jury."
R-2015-1014-MSJ0,C-2015-1014,370,MSJ,summary_judgment,us,denied,liability,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2016-08-22","Carlos, M, Ortiz, J.","Defendant's motion for summary judgment is granted; no reasonable jury could find misappropriation on this record."
R-2015-1015-Daubert0,C-2015-1015,380,Daubert,daubert,us,granted_in_part,damages,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2018-12-23","Carlos, M, Ortiz, J.","Defendant's motion for summary judgment is granted; no reasonable jury could find misappropriation on this record."
R-2015-1015-PI1,C-2015-1015,381,PI,preliminary_injunction,them,granted_in_part,injunctive_relief,,"{\"spoliation_sanction\": true, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": false}","2016-10-12","Carlos, M, Ortiz, J.","Material factual disputes preclude summary judgment; motion denied."
R-2015-1016-PI0,C-2015-1016,390,PI,preliminary_injunction,us,granted,injunctive_relief,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": true}","2018-08-21","Rebecca, L, Ames, J.","Material factual disputes preclude summary judgment; motion denied."
R-2015-1017-MSJ0,C-2015-1017,400,MSJ,summary_judgment,us,granted,liability,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2016-08-26","Samuel, J, Kerr, J.","The Court finds plaintiff's trade secret definitions adequate as to the narrowed scope; motion denied in part."
R-2015-1017-Daubert1,C-2015-1017,401,Daubert,daubert,them,granted,damages,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2016-01-12","Samuel, J, Kerr, J.","Cross-motions for summary judgment are denied; disputes must be resolved by a jury."
R-2015-1018-Daubert0,C-2015-1018,410,Daubert,daubert,us,granted,damages,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2016-05-05","Angela, P, Rivera, J.","Cross-motions for summary judgment are denied; disputes must be resolved by a jury."
R-2015-1019-PI0,C-2015-1019,420,PI,preliminary_injunction,us,denied,injunctive_relief,,"{\"spoliation_sanction\": true, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": false}","2016-01-01","Lisa, K, Monroe, J.","Defendant's motion for summary judgment is granted; no reasonable jury could find misappropriation on this record."
R-2015-1019-MSJ1,C-2015-1019,421,MSJ,summary_judgment,them,granted,liability,,"{\"spoliation_sanction\": true, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": false}","2016-11-15","Lisa, K, Monroe, J.","Cross-motions for summary judgment are denied; disputes must be resolved by a jury."
R-2016-1000-MSJ0,C-2016-1000,430,MSJ,summary_judgment,us,denied,liability,,"{\"spoliation_sanction\": false, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": true}","2017-08-12","Evelyn, S, Park, J.","Plaintiff has not identified alleged trade secrets with sufficient particularity; motion granted in part."
R-2016-1001-Daubert0,C-2016-1001,440,Daubert,daubert,us,granted,damages,,"{\"spoliation_sanction\": true, \"adverse_inference\": true, \"trade_secret_defined_narrowly\": true}","2019-02-10","Robert, T, Hayes, J.","The Court finds plaintiff's trade secret definitions adequate as to the narrowed scope; motion denied in part."
R-2016-1001-PI1,C-2016-1001,441,PI,preliminary_injunction,them,granted_in_part,injunctive_relief,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2018-07-13","Robert, T, Hayes, J.","Material factual disputes preclude summary judgment; motion denied."
R-2016-1002-PI0,C-2016-1002,450,PI,preliminary_injunction,us,denied,injunctive_relief,,"{\"spoliation_sanction\": false, \"adverse_inference\": false, \"trade_secret_defined_narrowly\": false}","2019-08-13","Megan, L, Chu, J.","Material factual disputes preclude summary judgment; motion denied."
