expert_id,case_id,side,expert_name,discipline,primary_issue,report_filename,deposition_taken,daubert_motion_filed,daubert_outcome,trial_testimony_given,jury_reliance_indicator
EXP-G1030,C-2020-0044,us,Prof. Timothy Gonzales,statistics,misappropriation,expert_reports/C-2020-0044_PX_Statistics_Gonzales.pdf,true,true,granted_in_part,true,limited_plaintiff_damages
EXP-G1031,C-2020-0044,them,Dr. Amanda Bryant,forensics,causation,expert_reports/C-2020-0044_DX_Forensics_Bryant.pdf,true,true,denied,false,
EXP-G1032,C-2020-0208,us,Dr. Jason Alexander,industry_practices,lost_profits,expert_reports/C-2020-0208_PX_Industry_practices_Alexander.pdf,true,false,none,true,relied_on_defense_industry
EXP-G1033,C-2020-0208,them,Prof. Stephanie Russell,damages,causation,expert_reports/C-2020-0208_DX_Damages_Russell.pdf,false,false,none,false,mixed_weight
EXP-G1034,C-2020-0880,us,Dr. Ryan Griffin,forensics,unjust_enrichment,expert_reports/C-2020-0880_PX_Forensics_Griffin.pdf,true,false,none,true,relied_on_defense_industry
EXP-G1035,C-2020-0880,them,Dr. Melissa Diaz,statistics,causation,expert_reports/C-2020-0880_DX_Statistics_Diaz.pdf,true,false,none,true,relied_on_plaintiff_damages
EXP-S2014-000-PL-0,C-2014-1000,us,Dr. James Wilson,industry_practices,apportionment,expert_reports/C-2014-1000_PX_Expert_0.pdf,true,true,granted_in_part,true,relied_on_defense_technical
EXP-S2014-001-DF-0,C-2014-1001,them,Dr. Maria Taylor,statistics,valuation,expert_reports/C-2014-1001_DX_Expert_0.pdf,false,false,none,false,relied_on_defense_industry
EXP-S2014-001-PL-1,C-2014-1001,us,Dr. Robert Thomas,forensics,misappropriation,expert_reports/C-2014-1001_PX_Expert_1.pdf,true,true,denied,true,relied_on_plaintiff_damages
EXP-S2014-002-PL-0,C-2014-1002,us,Dr. Robert Anderson,statistics,valuation,expert_reports/C-2014-1002_PX_Expert_0.pdf,true,false,none,true,excluded_plaintiff_expert
EXP-S2014-003-DF-0,C-2014-1003,them,Dr. Linda Thomas,damages,causation,expert_reports/C-2014-1003_DX_Expert_0.pdf,true,true,granted_in_part,true,
EXP-S2014-003-PL-1,C-2014-1003,us,Dr. David White,statistics,causation,expert_reports/C-2014-1003_PX_Expert_1.pdf,true,true,granted_in_part,true,relied_on_defense_industry
EXP-S2014-004-PL-0,C-2014-1004,us,Dr. David Jackson,industry_practices,misappropriation,expert_reports/C-2014-1004_PX_Expert_0.pdf,true,false,none,true,relied_on_plaintiff_damages
EXP-S2014-005-DF-0,C-2014-1005,them,Dr. Patricia White,damages,apportionment,expert_reports/C-2014-1005_DX_Expert_0.pdf,true,true,denied,true,limited_plaintiff_damages
EXP-S2014-005-PL-1,C-2014-1005,us,Dr. Richard Martin,statistics,unjust_enrichment,expert_reports/C-2014-1005_PX_Expert_1.pdf,true,false,none,false,excluded_plaintiff_expert
EXP-S2014-006-PL-0,C-2014-1006,us,Dr. Richard Harris,forensics,lost_profits,expert_reports/C-2014-1006_PX_Expert_0.pdf,true,true,none,true,relied_on_defense_industry
EXP-S2014-007-DF-0,C-2014-1007,them,Dr. Barbara Martin,forensics,causation,expert_reports/C-2014-1007_DX_Expert_0.pdf,true,true,granted,false,relied_on_plaintiff_damages
EXP-S2014-007-PL-1,C-2014-1007,us,Dr. Joseph Garcia,statistics,unjust_enrichment,expert_reports/C-2014-1007_PX_Expert_1.pdf,true,true,none,false,mixed_weight
EXP-S2014-008-PL-0,C-2014-1008,us,Dr. Joseph Thompson,forensics,apportionment,expert_reports/C-2014-1008_PX_Expert_0.pdf,true,false,none,true,limited_plaintiff_damages
EXP-S2014-009-DF-0,C-2014-1009,them,Dr. Susan Garcia,damages,causation,expert_reports/C-2014-1009_DX_Expert_0.pdf,true,true,none,false,excluded_plaintiff_expert
EXP-S2014-009-PL-1,C-2014-1009,us,Dr. Thomas Robinson,damages,apportionment,expert_reports/C-2014-1009_PX_Expert_1.pdf,true,true,granted_in_part,true,mixed_weight
EXP-S2014-010-PL-0,C-2014-1010,us,Dr. Thomas Martinez,statistics,unjust_enrichment,expert_reports/C-2014-1010_PX_Expert_0.pdf,true,false,none,true,excluded_plaintiff_expert
EXP-S2014-011-DF-0,C-2014-1011,them,Dr. Jessica Robinson,forensics,misappropriation,expert_reports/C-2014-1011_DX_Expert_0.pdf,true,true,denied,true,relied_on_plaintiff_damages
EXP-S2014-011-PL-1,C-2014-1011,us,Dr. Charles Lewis,damages,unjust_enrichment,expert_reports/C-2014-1011_PX_Expert_1.pdf,true,true,granted,false,
EXP-S2014-012-PL-0,C-2014-1012,us,Dr. Charles Clark,industry_practices,causation,expert_reports/C-2014-1012_PX_Expert_0.pdf,true,true,none,false,excluded_plaintiff_expert
EXP-S2014-013-DF-0,C-2014-1013,them,Dr. Karen Lewis,damages,valuation,expert_reports/C-2014-1013_DX_Expert_0.pdf,true,true,granted_in_part,true,
EXP-S2014-013-PL-1,C-2014-1013,us,Dr. Daniel Walker,damages,lost_profits,expert_reports/C-2014-1013_PX_Expert_1.pdf,true,false,none,true,mixed_weight
EXP-S2014-014-PL-0,C-2014-1014,us,Dr. Daniel Lee,forensics,unjust_enrichment,expert_reports/C-2014-1014_PX_Expert_0.pdf,true,true,denied,false,
EXP-S2014-015-DF-0,C-2014-1015,them,Dr. Nancy Walker,statistics,misappropriation,expert_reports/C-2014-1015_DX_Expert_0.pdf,true,false,none,true,relied_on_defense_industry
EXP-S2014-015-PL-1,C-2014-1015,us,Dr. Matthew Allen,forensics,valuation,expert_reports/C-2014-1015_PX_Expert_1.pdf,false,false,none,true,relied_on_defense_industry
EXP-S2014-016-PL-0,C-2014-1016,us,Dr. Matthew Hall,statistics,valuation,expert_reports/C-2014-1016_PX_Expert_0.pdf,true,false,none,true,mixed_weight
EXP-S2014-017-DF-0,C-2014-1017,them,Dr. Betty Allen,forensics,apportionment,expert_reports/C-2014-1017_DX_Expert_0.pdf,false,true,granted_in_part,false,limited_plaintiff_damages
EXP-S2014-017-PL-1,C-2014-1017,us,Dr. Anthony King,industry_practices,causation,expert_reports/C-2014-1017_PX_Expert_1.pdf,true,true,granted_in_part,true,
EXP-S2014-018-PL-0,C-2014-1018,us,Dr. Anthony Young,industry_practices,apportionment,expert_reports/C-2014-1018_PX_Expert_0.pdf,true,true,granted_in_part,true,relied_on_plaintiff_damages
EXP-S2014-019-DF-0,C-2014-1019,them,Dr. Helen King,statistics,lost_profits,expert_reports/C-2014-1019_DX_Expert_0.pdf,true,false,none,true,mixed_weight
EXP-S2014-019-PL-1,C-2014-1019,us,Dr. James Taylor,forensics,apportionment,expert_reports/C-2014-1019_PX_Expert_1.pdf,true,false,none,true,mixed_weight
EXP-S2015-020-PL-0,C-2015-1000,us,Dr. James Wilson,statistics,lost_profits,expert_reports/C-2015-1000_PX_Expert_0.pdf,true,false,none,true,limited_plaintiff_damages
EXP-S2015-021-DF-0,C-2015-1001,them,Dr. Maria Taylor,damages,misappropriation,expert_reports/C-2015-1001_DX_Expert_0.pdf,true,true,granted_in_part,true,limited_plaintiff_damages
EXP-S2015-021-PL-1,C-2015-1001,us,Dr. Robert Thomas,forensics,misappropriation,expert_reports/C-2015-1001_PX_Expert_1.pdf,true,true,denied,true,excluded_plaintiff_expert
EXP-S2015-022-PL-0,C-2015-1002,us,Dr. Robert Anderson,damages,lost_profits,expert_reports/C-2015-1002_PX_Expert_0.pdf,true,true,granted,true,excluded_plaintiff_expert
EXP-S2015-023-DF-0,C-2015-1003,them,Dr. Linda Thomas,forensics,apportionment,expert_reports/C-2015-1003_DX_Expert_0.pdf,false,false,none,true,relied_on_defense_technical
EXP-S2015-023-PL-1,C-2015-1003,us,Dr. David White,forensics,causation,expert_reports/C-2015-1003_PX_Expert_1.pdf,true,false,none,true,mixed_weight
EXP-S2015-024-PL-0,C-2015-1004,us,Dr. David Jackson,industry_practices,misappropriation,expert_reports/C-2015-1004_PX_Expert_0.pdf,true,true,granted_in_part,true,
EXP-S2015-025-DF-0,C-2015-1005,them,Dr. Patricia White,industry_practices,valuation,expert_reports/C-2015-1005_DX_Expert_0.pdf,true,false,none,false,limited_plaintiff_damages
EXP-S2015-025-PL-1,C-2015-1005,us,Dr. Richard Martin,damages,causation,expert_reports/C-2015-1005_PX_Expert_1.pdf,true,false,none,true,relied_on_plaintiff_damages
EXP-S2015-026-PL-0,C-2015-1006,us,Dr. Richard Harris,damages,apportionment,expert_reports/C-2015-1006_PX_Expert_0.pdf,false,true,granted,true,
EXP-S2015-027-DF-0,C-2015-1007,them,Dr. Barbara Martin,statistics,apportionment,expert_reports/C-2015-1007_DX_Expert_0.pdf,true,false,none,true,mixed_weight
EXP-S2015-027-PL-1,C-2015-1007,us,Dr. Joseph Garcia,industry_practices,unjust_enrichment,expert_reports/C-2015-1007_PX_Expert_1.pdf,true,true,none,true,relied_on_plaintiff_damages
EXP-S2015-028-PL-0,C-2015-1008,us,Dr. Joseph Thompson,industry_practices,unjust_enrichment,expert_reports/C-2015-1008_PX_Expert_0.pdf,true,true,none,false,excluded_plaintiff_expert
EXP-S2015-029-DF-0,C-2015-1009,them,Dr. Susan Garcia,forensics,unjust_enrichment,expert_reports/C-2015-1009_DX_Expert_0.pdf,true,true,none,true,relied_on_plaintiff_damages
EXP-S2015-029-PL-1,C-2015-1009,us,Dr. Thomas Robinson,damages,causation,expert_reports/C-2015-1009_PX_Expert_1.pdf,true,true,denied,true,relied_on_plaintiff_damages
EXP-S2015-030-PL-0,C-2015-1010,us,Dr. Thomas Martinez,industry_practices,causation,expert_reports/C-2015-1010_PX_Expert_0.pdf,true,false,none,true,relied_on_defense_industry
EXP-S2015-031-DF-0,C-2015-1011,them,Dr. Jessica Robinson,forensics,causation,expert_reports/C-2015-1011_DX_Expert_0.pdf,true,false,none,true,mixed_weight
EXP-S2015-031-PL-1,C-2015-1011,us,Dr. Charles Lewis,forensics,misappropriation,expert_reports/C-2015-1011_PX_Expert_1.pdf,false,true,granted,true,excluded_plaintiff_expert
EXP-S2015-032-PL-0,C-2015-1012,us,Dr. Charles Clark,statistics,misappropriation,expert_reports/C-2015-1012_PX_Expert_0.pdf,true,true,denied,false,excluded_plaintiff_expert
EXP-S2015-033-DF-0,C-2015-1013,them,Dr. Karen Lewis,forensics,valuation,expert_reports/C-2015-1013_DX_Expert_0.pdf,false,true,granted,true,relied_on_defense_industry
EXP-S2015-033-PL-1,C-2015-1013,us,Dr. Daniel Walker,damages,apportionment,expert_reports/C-2015-1013_PX_Expert_1.pdf,true,true,granted,true,mixed_weight
EXP-S2015-034-PL-0,C-2015-1014,us,Dr. Daniel Lee,statistics,causation,expert_reports/C-2015-1014_PX_Expert_0.pdf,true,true,granted,true,excluded_plaintiff_expert
EXP-S2015-035-DF-0,C-2015-1015,them,Dr. Nancy Walker,damages,apportionment,expert_reports/C-2015-1015_DX_Expert_0.pdf,true,true,none,true,
EXP-S2015-035-PL-1,C-2015-1015,us,Dr. Matthew Allen,forensics,unjust_enrichment,expert_reports/C-2015-1015_PX_Expert_1.pdf,true,false,none,false,excluded_plaintiff_expert
EXP-S2015-036-PL-0,C-2015-1016,us,Dr. Matthew Hall,statistics,causation,expert_reports/C-2015-1016_PX_Expert_0.pdf,true,false,none,false,relied_on_plaintiff_damages
EXP-S2015-037-DF-0,C-2015-1017,them,Dr. Betty Allen,forensics,lost_profits,expert_reports/C-2015-1017_DX_Expert_0.pdf,true,false,none,true,relied_on_defense_industry
EXP-S2015-037-PL-1,C-2015-1017,us,Dr. Anthony King,statistics,apportionment,expert_reports/C-2015-1017_PX_Expert_1.pdf,true,true,none,true,
EXP-S2015-038-PL-0,C-2015-1018,us,Dr. Anthony Young,industry_practices,lost_profits,expert_reports/C-2015-1018_PX_Expert_0.pdf,true,true,granted_in_part,true,relied_on_defense_industry
EXP-S2015-039-DF-0,C-2015-1019,them,Dr. Helen King,industry_practices,unjust_enrichment,expert_reports/C-2015-1019_DX_Expert_0.pdf,true,true,none,false,limited_plaintiff_damages
EXP-S2015-039-PL-1,C-2015-1019,us,Dr. James Taylor,industry_practices,unjust_enrichment,expert_reports/C-2015-1019_PX_Expert_1.pdf,true,true,granted_in_part,true,relied_on_defense_industry
EXP-S2016-040-PL-0,C-2016-1000,us,Dr. James Wilson,statistics,unjust_enrichment,expert_reports/C-2016-1000_PX_Expert_0.pdf,true,false,none,true,
EXP-S2016-041-DF-0,C-2016-1001,them,Dr. Maria Taylor,damages,causation,expert_reports/C-2016-1001_DX_Expert_0.pdf,true,true,granted,true,mixed_weight
EXP-S2016-041-PL-1,C-2016-1001,us,Dr. Robert Thomas,forensics,valuation,expert_reports/C-2016-1001_PX_Expert_1.pdf,false,false,none,true,relied_on_defense_technical
EXP-S2016-042-PL-0,C-2016-1002,us,Dr. Robert Anderson,forensics,unjust_enrichment,expert_reports/C-2016-1002_PX_Expert_0.pdf,true,true,denied,true,relied_on_plaintiff_damages
EXP-S2016-043-DF-0,C-2016-1003,them,Dr. Linda Thomas,statistics,causation,expert_reports/C-2016-1003_DX_Expert_0.pdf,true,true,none,false,
EXP-S2016-043-PL-1,C-2016-1003,us,Dr. David White,industry_practices,apportionment,expert_reports/C-2016-1003_PX_Expert_1.pdf,false,true,none,false,excluded_plaintiff_expert
EXP-S2016-044-PL-0,C-2016-1004,us,Dr. David Jackson,industry_practices,causation,expert_reports/C-2016-1004_PX_Expert_0.pdf,true,true,none,true,relied_on_defense_industry
EXP-S2016-045-DF-0,C-2016-1005,them,Dr. Patricia White,statistics,lost_profits,expert_reports/C-2016-1005_DX_Expert_0.pdf,true,true,denied,false,relied_on_defense_industry
EXP-S2016-045-PL-1,C-2016-1005,us,Dr. Richard Martin,forensics,causation,expert_reports/C-2016-1005_PX_Expert_1.pdf,false,true,granted,true,
EXP-S2016-046-PL-0,C-2016-1006,us,Dr. Richard Harris,damages,causation,expert_reports/C-2016-1006_PX_Expert_0.pdf,false,true,granted_in_part,true,mixed_weight
EXP-S2016-047-DF-0,C-2016-1007,them,Dr. Barbara Martin,statistics,valuation,expert_reports/C-2016-1007_DX_Expert_0.pdf,true,true,granted_in_part,true,relied_on_defense_technical
EXP-S2016-047-PL-1,C-2016-1007,us,Dr. Joseph Garcia,damages,valuation,expert_reports/C-2016-1007_PX_Expert_1.pdf,false,true,denied,true,relied_on_defense_industry
EXP-S2016-048-PL-0,C-2016-1008,us,Dr. Joseph Thompson,damages,apportionment,expert_reports/C-2016-1008_PX_Expert_0.pdf,true,true,none,true,relied_on_defense_technical
EXP-S2016-049-DF-0,C-2016-1009,them,Dr. Susan Garcia,damages,valuation,expert_reports/C-2016-1009_DX_Expert_0.pdf,false,true,denied,true,relied_on_plaintiff_damages
EXP-S2016-049-PL-1,C-2016-1009,us,Dr. Thomas Robinson,damages,lost_profits,expert_reports/C-2016-1009_PX_Expert_1.pdf,true,true,none,true,relied_on_plaintiff_damages
EXP-S2016-050-PL-0,C-2016-1010,us,Dr. Thomas Martinez,forensics,causation,expert_reports/C-2016-1010_PX_Expert_0.pdf,false,true,denied,true,relied_on_defense_industry
EXP-S2016-051-DF-0,C-2016-1011,them,Dr. Jessica Robinson,statistics,unjust_enrichment,expert_reports/C-2016-1011_DX_Expert_0.pdf,true,true,granted,false,relied_on_defense_industry
EXP-S2016-051-PL-1,C-2016-1011,us,Dr. Charles Lewis,industry_practices,misappropriation,expert_reports/C-2016-1011_PX_Expert_1.pdf,true,false,none,true,relied_on_defense_technical
EXP-S2016-052-PL-0,C-2016-1012,us,Dr. Charles Clark,industry_practices,valuation,expert_reports/C-2016-1012_PX_Expert_0.pdf,true,true,none,true,
EXP-S2016-053-DF-0,C-2016-1013,them,Dr. Karen Lewis,damages,valuation,expert_reports/C-2016-1013_DX_Expert_0.pdf,true,true,granted,true,relied_on_defense_technical
EXP-S2016-053-PL-1,C-2016-1013,us,Dr. Daniel Walker,damages,unjust_enrichment,expert_reports/C-2016-1013_PX_Expert_1.pdf,true,true,granted_in_part,true,relied_on_defense_industry
EXP-S2016-054-PL-0,C-2016-1014,us,Dr. Daniel Lee,damages,apportionment,expert_reports/C-2016-1014_PX_Expert_0.pdf,true,true,none,true,
EXP-S2016-055-DF-0,C-2016-1015,them,Dr. Nancy Walker,damages,unjust_enrichment,expert_reports/C-2016-1015_DX_Expert_0.pdf,true,true,granted_in_part,true,limited_plaintiff_damages
EXP-S2016-055-PL-1,C-2016-1015,us,Dr. Matthew Allen,forensics,lost_profits,expert_reports/C-2016-1015_PX_Expert_1.pdf,false,false,none,false,limited_plaintiff_damages
EXP-S2016-056-PL-0,C-2016-1016,us,Dr. Matthew Hall,statistics,lost_profits,expert_reports/C-2016-1016_PX_Expert_0.pdf,false,true,denied,true,relied_on_defense_technical
EXP-S2016-057-DF-0,C-2016-1017,them,Dr. Betty Allen,statistics,lost_profits,expert_reports/C-2016-1017_DX_Expert_0.pdf,true,true,none,true,limited_plaintiff_damages
EXP-S2016-057-PL-1,C-2016-1017,us,Dr. Anthony King,damages,unjust_enrichment,expert_reports/C-2016-1017_PX_Expert_1.pdf,true,false,none,false,mixed_weight
EXP-S2016-058-PL-0,C-2016-1018,us,Dr. Anthony Young,industry_practices,valuation,expert_reports/C-2016-1018_PX_Expert_0.pdf,true,false,none,true,excluded_plaintiff_expert
EXP-S2016-059-DF-0,C-2016-1019,them,Dr. Helen King,forensics,apportionment,expert_reports/C-2016-1019_DX_Expert_0.pdf,true,true,denied,true,limited_plaintiff_damages
EXP-S2016-059-PL-1,C-2016-1019,us,Dr. James Taylor,industry_practices,causation,expert_reports/C-2016-1019_PX_Expert_1.pdf,false,true,none,true,relied_on_defense_industry
EXP-S2017-060-PL-0,C-2017-1000,us,Dr. James Wilson,forensics,causation,expert_reports/C-2017-1000_PX_Expert_0.pdf,true,true,none,false,excluded_plaintiff_expert
